id_credito,segmento,provincia,ingreso_mensual,deuda_ingreso,antiguedad_meses,dias_mora,saldo,score,pd_12m,lgd,ead,perdida_esperada,incumplimiento,clasificacion
EC-000441,Vivienda,Loja,4364.33,0.0974,53,180,18829.49,722,0.01089,0.25,18197.8,49.53,0,Pérdida
EC-000442,Consumo,Tungurahua,1630.81,0.1757,36,0,1717.28,866,0.002,0.4311,1689.06,1.46,0,Normal
EC-000443,Vivienda,Imbabura,1074.14,0.1129,128,0,78506.11,830,0.002,0.25,65025.94,32.51,0,Normal
EC-000444,Consumo,Guayas,2563.55,0.3391,171,90,9724.32,621,0.01133,0.6342,7127.17,51.2,0,Dudoso
EC-000445,Consumo,Manabí,1572.52,0.406,80,120,5488.2,559,0.044,0.5699,4874.9,122.23,0,Pérdida
EC-000446,Productivo,Pichincha,1626.14,0.1479,180,0,8750.42,861,0.002,0.3601,7323.41,5.27,0,Normal
EC-000447,Comercial,Manabí,3570.86,0.4285,34,60,46851.01,752,0.002,0.5351,40191.06,43.02,0,Deficiente
EC-000448,Productivo,Azuay,1037.82,0.2981,148,0,151267.36,767,0.002,0.6249,127631.25,159.52,0,Normal
EC-000449,Consumo,Loja,1226.0,0.3101,178,30,4615.63,761,0.002,0.4707,4169.21,3.92,0,Vigilancia
EC-000450,Productivo,Manabí,2440.97,0.3819,54,0,146108.16,778,0.002,0.4433,117652.61,104.32,0,Normal
EC-000451,Consumo,Loja,4146.9,0.3217,27,0,9960.27,871,0.002,0.4561,9660.84,8.81,0,Normal
EC-000452,Vivienda,Loja,4938.44,0.3026,120,0,30321.93,900,0.002,0.25,25408.25,12.7,0,Normal
EC-000453,Productivo,Imbabura,1433.26,0.1008,157,15,8985.86,856,0.002,0.3732,7329.46,5.47,0,Vigilancia
EC-000454,Consumo,Los Ríos,4061.45,0.135,15,0,2168.06,876,0.002,0.4284,2121.28,1.82,0,Normal
EC-000455,Consumo,Pichincha,1326.51,0.0927,116,0,2613.37,892,0.002,0.5635,2143.7,2.42,0,Normal
EC-000456,Consumo,Loja,7237.54,0.1881,157,15,16503.94,792,0.002,0.5059,12266.73,12.41,0,Vigilancia
EC-000457,Comercial,Los Ríos,1056.85,0.4959,6,0,10851.51,771,0.002,0.4316,8285.07,7.15,0,Normal
EC-000458,Microcrédito,El Oro,5237.04,0.1876,93,60,2665.65,733,0.002,0.6572,2452.41,3.22,0,Deficiente
EC-000459,Vivienda,Azuay,1441.28,0.2547,14,0,34188.45,801,0.002,0.25,29998.7,15.0,0,Normal
EC-000460,Productivo,El Oro,8173.15,0.3857,32,0,21150.62,837,0.002,0.3927,18394.54,14.45,0,Normal
EC-000461,Productivo,Guayas,3243.34,0.3114,88,0,61710.43,818,0.002,0.4158,45848.22,38.13,0,Normal
EC-000462,Consumo,Pichincha,1140.92,0.2248,59,0,5587.59,858,0.002,0.4479,4279.76,3.83,0,Normal
EC-000463,Comercial,Tungurahua,1572.69,0.3949,16,0,15410.34,821,0.002,0.5224,12805.06,13.38,0,Normal
EC-000464,Consumo,El Oro,3669.34,0.3743,145,0,2312.67,746,0.002,0.3719,1955.23,1.45,0,Normal
EC-000465,Productivo,Imbabura,4377.44,0.4874,37,5,11222.95,685,0.002,0.6321,9263.9,11.71,0,Vigilancia
EC-000466,Productivo,Loja,2109.14,0.2171,157,0,36465.82,879,0.002,0.6396,31388.62,40.15,0,Normal
EC-000467,Productivo,Los Ríos,2273.39,0.2497,32,0,5453.05,858,0.002,0.4551,5046.22,4.59,0,Normal
EC-000468,Comercial,Manabí,3615.3,0.3006,94,30,11018.52,788,0.002,0.6059,9894.6,11.99,0,Vigilancia
EC-000469,Consumo,Imbabura,2405.88,0.1927,131,0,20137.09,859,0.002,0.5479,17945.37,19.66,0,Normal
EC-000470,Microcrédito,Guayas,952.63,0.0451,87,5,5775.45,888,0.002,0.629,5060.32,6.37,0,Vigilancia
EC-000471,Microcrédito,Pichincha,1301.88,0.3888,76,60,5765.14,736,0.00217,0.4414,4475.24,4.29,0,Deficiente
EC-000472,Microcrédito,Imbabura,2573.0,0.5744,136,0,3738.29,747,0.002,0.5514,3324.46,3.67,0,Normal
EC-000473,Consumo,Los Ríos,4866.18,0.309,3,5,4695.07,831,0.002,0.374,3588.76,2.68,0,Vigilancia
EC-000474,Consumo,Chimborazo,6313.14,0.2968,149,120,6397.37,657,0.01055,0.3531,5883.12,21.91,0,Pérdida
EC-000475,Consumo,Loja,3665.41,0.2053,125,0,3739.99,855,0.002,0.6387,3166.43,4.04,0,Normal
EC-000476,Consumo,Pichincha,2661.75,0.5558,138,180,11582.22,608,0.09317,0.4472,10224.89,426.02,0,Pérdida
EC-000477,Microcrédito,Chimborazo,3592.95,0.0764,76,0,3081.32,838,0.002,0.497,2962.94,2.95,0,Normal
EC-000478,Productivo,Tungurahua,1431.69,0.5302,70,5,61510.16,721,0.002,0.4265,50713.11,43.26,0,Vigilancia
EC-000479,Productivo,Azuay,1999.0,0.5368,103,0,6734.74,839,0.002,0.6393,5037.14,6.44,0,Normal
EC-000480,Microcrédito,Imbabura,1292.48,0.2988,116,0,4219.4,783,0.002,0.4769,4091.1,3.9,0,Normal
EC-000481,Microcrédito,Chimborazo,980.75,0.1964,167,180,15729.94,686,0.02187,0.4091,12933.08,115.74,0,Pérdida
EC-000482,Consumo,Azuay,2743.0,0.448,155,0,7229.09,808,0.002,0.5506,6027.81,6.64,0,Normal
EC-000483,Productivo,Imbabura,2491.36,0.4431,10,120,41657.91,604,0.02828,0.4178,33446.58,395.14,0,Pérdida
EC-000484,Consumo,Imbabura,3452.92,0.3537,28,15,2119.51,798,0.002,0.436,1775.4,1.55,0,Vigilancia
EC-000485,Consumo,El Oro,3149.42,0.0873,171,90,2019.8,762,0.002,0.572,1748.88,2.0,0,Dudoso
EC-000486,Microcrédito,Tungurahua,2585.62,0.5955,70,120,3123.03,552,0.06544,0.6665,2986.01,130.24,0,Pérdida
EC-000487,Microcrédito,Azuay,3171.0,0.2654,105,5,2841.62,841,0.002,0.5991,2618.97,3.14,0,Vigilancia
EC-000488,Consumo,Chimborazo,2147.92,0.4082,11,180,1894.77,594,0.08316,0.391,1636.55,53.21,0,Pérdida
EC-000489,Productivo,Chimborazo,2888.17,0.0637,19,30,24075.77,879,0.002,0.4531,22483.81,20.38,0,Vigilancia
EC-000490,Microcrédito,Chimborazo,1377.47,0.0851,74,0,1629.16,871,0.002,0.6128,1559.73,1.91,0,Normal
EC-000491,Productivo,Imbabura,2808.23,0.1139,130,15,13098.99,820,0.002,0.4408,9644.55,8.5,0,Vigilancia
EC-000492,Productivo,Pichincha,3410.01,0.4258,140,0,7463.63,807,0.002,0.5942,6611.47,7.86,0,Normal
EC-000493,Productivo,Loja,1428.97,0.5482,162,0,9237.26,726,0.002,0.5057,6762.74,6.84,0,Normal
EC-000494,Consumo,Manabí,2284.02,0.0816,36,0,7419.0,864,0.002,0.6419,5981.73,7.68,0,Normal
EC-000495,Vivienda,Chimborazo,1472.41,0.3418,37,0,49932.38,783,0.002,0.25,46610.7,23.31,0,Normal
EC-000496,Microcrédito,El Oro,1568.34,0.5819,98,0,1694.32,718,0.002,0.6584,1595.3,2.1,0,Normal
EC-000497,Microcrédito,El Oro,1062.94,0.0528,99,0,9017.9,836,0.002,0.4845,8724.56,8.45,0,Normal
EC-000498,Productivo,Guayas,5027.88,0.5873,7,15,71027.46,806,0.002,0.5897,61048.57,72.0,0,Vigilancia
EC-000499,Microcrédito,Imbabura,4414.7,0.02,81,15,3771.58,867,0.002,0.4144,2804.39,2.32,0,Vigilancia
EC-000500,Microcrédito,Loja,3131.7,0.3267,162,60,2185.16,721,0.00212,0.5252,1650.89,1.84,0,Deficiente
EC-000501,Vivienda,Pichincha,7957.96,0.19,30,120,22762.38,658,0.00792,0.25,17946.01,35.54,0,Pérdida
EC-000502,Vivienda,Chimborazo,1952.74,0.2739,148,60,34278.04,760,0.002,0.25,28252.34,14.13,0,Deficiente
EC-000503,Comercial,Guayas,15845.58,0.363,81,5,40787.15,789,0.002,0.4943,35380.29,34.98,0,Vigilancia
EC-000504,Microcrédito,Pichincha,1904.75,0.4933,95,0,1452.73,731,0.002,0.4069,1308.71,1.07,0,Normal
EC-000505,Microcrédito,Pichincha,2606.79,0.6054,116,120,2471.11,587,0.04613,0.6663,1891.64,58.14,0,Pérdida
EC-000506,Vivienda,Manabí,1705.21,0.4736,128,0,43877.11,776,0.002,0.25,33913.11,16.96,0,Normal
EC-000507,Consumo,Guayas,2813.01,0.2929,115,0,2638.72,808,0.002,0.594,2027.69,2.41,0,Normal
EC-000508,Vivienda,Los Ríos,3801.5,0.1592,19,0,10942.0,808,0.002,0.25,10191.19,5.1,0,Normal
EC-000509,Microcrédito,El Oro,2050.74,0.2592,54,5,7032.17,796,0.002,0.4355,5657.98,4.93,0,Vigilancia
EC-000510,Consumo,Loja,7008.42,0.1968,153,15,965.14,818,0.002,0.457,739.96,0.68,0,Vigilancia
EC-000511,Consumo,Pichincha,2579.75,0.4008,8,0,5718.98,757,0.002,0.4174,4808.43,4.01,0,Normal
EC-000512,Vivienda,Manabí,2632.83,0.0805,129,30,41491.85,841,0.002,0.25,32749.71,16.37,0,Vigilancia
EC-000513,Consumo,Guayas,1223.11,0.2455,94,0,4237.56,899,0.002,0.6177,3489.22,4.31,0,Normal
EC-000514,Consumo,Chimborazo,2898.72,0.2023,22,0,4302.98,874,0.002,0.4118,4090.94,3.37,0,Normal
EC-000515,Microcrédito,Azuay,2024.1,0.389,23,0,6045.96,849,0.002,0.3515,4918.33,3.46,0,Normal
EC-000516,Consumo,Manabí,1487.19,0.6104,177,0,4172.2,724,0.002,0.3915,3208.25,2.51,0,Normal
EC-000517,Consumo,Pichincha,1333.14,0.3323,6,30,5677.62,805,0.002,0.5021,4457.42,4.48,0,Vigilancia
EC-000518,Vivienda,Guayas,12539.59,0.2597,5,0,65982.1,833,0.002,0.25,48141.86,24.07,0,Normal
EC-000519,Consumo,Azuay,1860.76,0.6638,4,0,18298.15,748,0.002,0.4831,17791.59,17.19,0,Normal
EC-000520,Vivienda,Pichincha,856.59,0.2875,114,0,20110.95,828,0.002,0.25,18404.56,9.2,0,Normal
EC-000521,Vivienda,Imbabura,1402.7,0.1797,167,30,28369.56,790,0.002,0.25,24106.78,12.05,0,Vigilancia
EC-000522,Microcrédito,Chimborazo,2135.55,0.1104,31,180,1643.58,710,0.01373,0.5852,1441.49,11.58,0,Pérdida
EC-000523,Consumo,Chimborazo,3150.55,0.2699,144,15,9014.08,827,0.002,0.6798,7131.45,9.7,0,Vigilancia
EC-000524,Productivo,Azuay,3167.25,0.4484,130,5,7147.55,720,0.002,0.4142,5954.15,4.93,0,Vigilancia
EC-000525,Consumo,Imbabura,3428.23,0.3183,42,90,6454.41,680,0.00553,0.4258,5225.19,12.3,0,Dudoso
EC-000526,Microcrédito,El Oro,1452.21,0.1764,13,0,6143.11,855,0.002,0.4478,5841.31,5.23,0,Normal
EC-000527,Comercial,Pichincha,2755.31,0.186,88,0,24832.06,852,0.002,0.6091,23048.1,28.08,0,Normal
EC-000528,Comercial,Pichincha,1249.58,0.4754,15,0,31840.72,771,0.002,0.5169,25456.23,26.32,0,Normal
EC-000529,Vivienda,El Oro,1476.21,0.4694,21,0,31923.72,733,0.002,0.25,29798.54,14.9,0,Normal
EC-000530,Consumo,Manabí,1216.2,0.3041,84,0,7454.6,815,0.002,0.5303,5563.38,5.9,0,Normal
EC-000531,Productivo,Pichincha,1019.99,0.3413,147,0,12543.33,799,0.002,0.6593,9742.65,12.85,0,Normal
EC-000532,Productivo,Chimborazo,4410.47,0.4639,179,0,18391.65,782,0.002,0.3615,13789.81,9.97,0,Normal
EC-000533,Microcrédito,Imbabura,3455.07,0.2638,114,0,6233.31,808,0.002,0.4021,4903.8,3.94,0,Normal
EC-000534,Productivo,El Oro,4166.5,0.3723,50,0,4883.38,829,0.002,0.4761,3825.32,3.64,0,Normal
EC-000535,Consumo,Chimborazo,2265.51,0.3272,60,0,3093.25,815,0.002,0.5111,3007.12,3.07,0,Normal
EC-000536,Consumo,Chimborazo,3658.93,0.5889,111,60,3429.01,684,0.00524,0.3876,2783.23,5.65,0,Deficiente
EC-000537,Microcrédito,Chimborazo,702.86,0.6244,32,15,9305.32,769,0.002,0.6447,7625.35,9.83,0,Vigilancia
EC-000538,Consumo,Azuay,3869.99,0.0564,94,0,5141.5,893,0.002,0.5737,3845.48,4.41,0,Normal
EC-000539,Consumo,Los Ríos,2477.8,0.2148,139,0,2411.85,882,0.002,0.6576,1781.09,2.34,0,Normal
EC-000540,Vivienda,El Oro,3319.67,0.1824,152,0,70318.47,860,0.002,0.25,54948.86,27.47,0,Normal
EC-000541,Comercial,Imbabura,2827.12,0.5097,11,0,40443.96,742,0.002,0.5191,30643.29,31.82,0,Normal
EC-000542,Microcrédito,Los Ríos,1162.6,0.3915,52,0,3170.67,743,0.002,0.6315,2588.82,3.27,0,Normal
EC-000543,Vivienda,Guayas,834.03,0.3737,46,0,82257.5,788,0.002,0.25,63510.39,31.76,0,Normal
EC-000544,Comercial,Manabí,1390.15,0.439,100,45,83652.66,625,0.00612,0.469,64403.17,184.74,0,Deficiente
EC-000545,Consumo,Guayas,3188.15,0.7678,34,45,5863.93,649,0.00854,0.5669,5285.22,25.58,0,Deficiente
EC-000546,Microcrédito,Azuay,3458.39,0.1713,172,30,3448.89,824,0.002,0.6644,3392.98,4.51,0,Vigilancia
EC-000547,Microcrédito,Manabí,907.63,0.2242,166,5,2076.8,814,0.002,0.6021,1502.56,1.81,0,Vigilancia
EC-000548,Consumo,Los Ríos,1167.11,0.1776,60,30,2660.4,787,0.002,0.5841,2441.07,2.85,0,Vigilancia
EC-000549,Vivienda,Los Ríos,1380.08,0.1664,74,30,18551.24,753,0.002,0.25,16780.99,8.39,0,Vigilancia
EC-000550,Microcrédito,Loja,1750.67,0.2004,80,60,1282.6,800,0.002,0.6243,1133.58,1.42,0,Deficiente
EC-000551,Microcrédito,Loja,911.11,0.2328,8,30,5563.33,754,0.002,0.4786,5084.01,4.87,0,Vigilancia
EC-000552,Consumo,El Oro,876.26,0.1988,160,30,3329.76,759,0.002,0.5559,2871.71,3.19,0,Vigilancia
EC-000553,Consumo,Chimborazo,1294.41,0.4671,141,45,3114.48,734,0.002,0.5736,3050.75,3.5,0,Deficiente
EC-000554,Comercial,Chimborazo,2335.7,0.2974,60,0,17177.28,814,0.002,0.52,13128.65,13.65,0,Normal
EC-000555,Consumo,Azuay,1025.17,0.1207,99,0,8821.34,837,0.002,0.4046,7521.03,6.09,0,Normal
EC-000556,Consumo,Guayas,2048.22,0.156,69,0,10083.79,827,0.002,0.5802,9104.16,10.56,0,Normal
EC-000557,Consumo,Imbabura,4394.28,0.1684,42,0,8973.52,843,0.002,0.4316,8744.12,7.55,0,Normal
EC-000558,Microcrédito,Loja,947.52,0.8931,55,0,3905.74,710,0.00271,0.4376,3345.2,3.97,0,Normal
EC-000559,Productivo,Guayas,1931.03,0.237,20,0,6180.22,831,0.002,0.3918,6140.41,4.81,0,Normal
EC-000560,Microcrédito,Pichincha,4298.8,0.3098,146,0,2169.89,823,0.002,0.5546,1961.18,2.18,0,Normal
EC-000561,Consumo,Manabí,1682.65,0.0647,118,0,6241.52,900,0.002,0.3887,5715.86,4.44,0,Normal
EC-000562,Consumo,Loja,1520.99,0.2382,168,120,1117.04,669,0.0097,0.4639,1060.18,4.77,0,Pérdida
EC-000563,Vivienda,El Oro,4704.49,0.5897,2,0,35307.07,753,0.002,0.25,32676.59,16.34,0,Normal
EC-000564,Productivo,Azuay,1809.79,0.2006,114,0,40186.79,845,0.002,0.4995,34815.24,34.78,0,Normal
EC-000565,Productivo,Imbabura,4527.48,0.563,101,0,10936.53,784,0.002,0.6452,10240.23,13.21,0,Normal
EC-000566,Productivo,Tungurahua,2918.51,0.1651,113,0,7286.45,837,0.002,0.5126,5319.15,5.45,0,Normal
EC-000567,Vivienda,Manabí,1767.2,0.2976,179,15,51055.17,758,0.002,0.25,50094.05,25.05,0,Vigilancia
EC-000568,Consumo,Guayas,3016.34,0.3297,71,5,6636.67,832,0.002,0.6004,6308.04,7.58,0,Vigilancia
EC-000569,Microcrédito,El Oro,2719.74,0.1966,26,0,1251.76,881,0.002,0.4666,1124.76,1.05,0,Normal
EC-000570,Microcrédito,Tungurahua,4287.99,0.31,3,0,1399.42,765,0.002,0.6689,1034.52,1.38,0,Normal
EC-000571,Microcrédito,Loja,1546.23,0.4648,89,0,2690.22,779,0.002,0.4365,2159.11,1.88,0,Normal
EC-000572,Vivienda,Azuay,2268.3,0.4953,32,15,34762.16,723,0.002,0.25,27497.42,13.75,0,Vigilancia
EC-000573,Microcrédito,El Oro,2121.79,0.6089,26,90,2051.88,641,0.01577,0.513,1625.02,13.14,0,Dudoso
EC-000574,Vivienda,Loja,3490.14,0.2721,27,90,56414.62,701,0.004,0.25,51235.12,51.17,0,Dudoso
EC-000575,Vivienda,Manabí,1134.14,0.4715,50,0,23742.66,877,0.002,0.25,22919.23,11.46,0,Normal
EC-000576,Microcrédito,Loja,4277.12,0.2085,21,30,2331.75,778,0.002,0.5591,2123.89,2.37,0,Vigilancia
EC-000577,Comercial,Loja,2990.25,0.6428,88,45,9621.69,731,0.00273,0.3874,7974.96,8.43,0,Deficiente
EC-000578,Productivo,Imbabura,938.23,0.166,118,60,12740.95,818,0.002,0.6158,12631.2,15.56,0,Deficiente
EC-000579,Vivienda,Manabí,4843.39,0.4287,53,0,43332.3,804,0.002,0.25,41665.01,20.83,0,Normal
EC-000580,Microcrédito,Manabí,9434.8,0.2428,25,0,2998.5,831,0.002,0.4911,2734.38,2.69,0,Normal
EC-000581,Microcrédito,Tungurahua,4235.23,0.1945,104,0,16505.31,851,0.002,0.5665,13720.71,15.54,0,Normal
EC-000582,Microcrédito,Loja,5583.33,0.1297,16,0,1536.37,850,0.002,0.5078,1400.36,1.42,0,Normal
EC-000583,Consumo,Guayas,2334.36,0.4834,133,15,4749.8,797,0.002,0.607,3962.46,4.81,0,Vigilancia
EC-000584,Microcrédito,Los Ríos,749.96,0.1331,69,0,8138.61,807,0.002,0.5771,6213.44,7.17,0,Normal
EC-000585,Comercial,Pichincha,666.02,0.5074,74,0,49197.35,746,0.002,0.393,43946.7,34.55,0,Normal
EC-000586,Productivo,El Oro,2606.6,0.4634,45,45,52852.87,700,0.00273,0.6052,48385.14,80.05,0,Deficiente
EC-000587,Consumo,Azuay,1502.99,0.3204,51,0,1915.8,738,0.002,0.4897,1566.75,1.53,0,Normal
EC-000588,Microcrédito,Azuay,1218.68,0.6384,27,180,1823.69,587,0.13768,0.5473,1787.59,134.69,0,Pérdida
EC-000589,Consumo,Pichincha,2120.09,0.4836,101,45,4278.85,750,0.002,0.4215,4104.25,3.46,0,Deficiente
EC-000590,Consumo,Chimborazo,3294.9,0.0786,27,60,4016.82,755,0.002,0.4896,3547.65,3.47,0,Deficiente
EC-000591,Comercial,Manabí,858.95,0.3578,123,30,13127.0,792,0.002,0.6197,9672.84,11.99,0,Vigilancia
EC-000592,Microcrédito,Loja,1649.5,0.4542,47,0,14629.25,713,0.002,0.6557,10603.58,13.9,0,Normal
EC-000593,Consumo,Imbabura,5892.38,0.2472,102,0,7655.06,839,0.002,0.6598,6883.19,9.08,0,Normal
EC-000594,Productivo,Pichincha,1097.8,0.3015,97,90,44255.78,682,0.00565,0.581,41948.53,137.77,0,Dudoso
EC-000595,Consumo,El Oro,3886.81,0.3898,115,0,1764.69,807,0.002,0.376,1517.81,1.14,0,Normal
EC-000596,Consumo,Manabí,1611.51,0.292,137,0,11232.17,821,0.002,0.4961,8161.04,8.1,0,Normal
EC-000597,Productivo,El Oro,3148.77,0.2155,101,5,18362.72,830,0.002,0.4137,13965.8,11.56,0,Vigilancia
EC-000598,Productivo,Guayas,4506.44,0.1334,154,0,11430.74,851,0.002,0.5802,8906.25,10.34,0,Normal
EC-000599,Comercial,Chimborazo,3575.4,0.6369,47,0,10072.24,730,0.002,0.4033,9022.43,7.28,0,Normal
EC-000600,Productivo,Azuay,3987.64,0.2705,136,0,13247.11,880,0.002,0.6726,11340.81,15.26,0,Normal
EC-000601,Microcrédito,Tungurahua,1044.68,0.405,62,0,3818.81,757,0.002,0.4142,2858.83,2.37,0,Normal
EC-000602,Vivienda,Imbabura,4554.54,0.2369,114,15,10621.69,899,0.002,0.25,9139.63,4.57,0,Vigilancia
EC-000603,Comercial,Loja,1268.7,0.4831,89,0,17757.31,744,0.002,0.6284,17108.43,21.5,0,Normal
EC-000604,Productivo,Guayas,2614.17,0.2885,164,0,5482.79,832,0.002,0.4167,4621.73,3.85,0,Normal
EC-000605,Comercial,Azuay,2611.97,0.534,49,0,28248.97,775,0.002,0.3579,21523.83,15.41,0,Normal
EC-000606,Vivienda,Los Ríos,3027.01,0.3537,94,5,15394.47,789,0.002,0.25,13575.49,6.79,0,Vigilancia
EC-000607,Vivienda,Chimborazo,2749.08,0.0702,30,0,63502.38,900,0.002,0.25,62246.82,31.12,0,Normal
EC-000608,Consumo,Chimborazo,1276.05,0.1845,115,0,14006.49,859,0.002,0.4383,10539.25,9.24,0,Normal
EC-000609,Vivienda,Azuay,918.36,0.3272,7,45,44979.32,716,0.002,0.25,34354.94,17.18,0,Deficiente
EC-000610,Microcrédito,Tungurahua,3893.36,0.2992,75,0,3068.65,865,0.002,0.4283,2696.48,2.31,0,Normal
EC-000611,Microcrédito,Guayas,2491.88,0.5029,2,30,3360.31,677,0.00291,0.5341,2739.32,4.26,0,Vigilancia
EC-000612,Productivo,Imbabura,4661.51,0.4889,59,0,22990.73,753,0.002,0.4565,22318.41,20.38,0,Normal
EC-000613,Comercial,Manabí,2145.06,0.3543,88,0,24731.97,821,0.002,0.5451,22742.87,24.8,0,Normal
EC-000614,Comercial,Imbabura,885.93,0.2365,60,0,13093.13,842,0.002,0.5077,9966.29,10.12,0,Normal
EC-000615,Consumo,Tungurahua,4138.07,0.1069,70,60,3930.71,792,0.002,0.6565,3788.42,4.97,0,Deficiente
EC-000616,Vivienda,Chimborazo,1735.86,0.1796,27,0,48156.98,824,0.002,0.25,43333.66,21.67,0,Normal
EC-000617,Vivienda,Manabí,2758.11,0.2126,129,0,13966.52,833,0.002,0.25,11986.31,5.99,0,Normal
EC-000618,Microcrédito,Loja,1449.76,0.2497,144,0,5080.6,867,0.002,0.5105,4022.99,4.11,0,Normal
EC-000619,Consumo,El Oro,6430.43,0.2782,82,0,2290.06,837,0.002,0.45,2065.45,1.86,0,Normal
EC-000620,Consumo,Guayas,1249.17,0.1554,10,45,3891.16,736,0.002,0.4536,3780.56,3.43,0,Deficiente
EC-000621,Vivienda,Guayas,1773.43,0.3336,12,180,67623.36,596,0.07193,0.25,49417.35,888.59,0,Pérdida
EC-000622,Microcrédito,El Oro,2368.1,0.0993,122,0,1737.47,900,0.002,0.4133,1433.48,1.19,0,Normal
EC-000623,Comercial,Los Ríos,1085.81,0.1576,168,0,47807.4,820,0.002,0.3937,46946.13,36.97,0,Normal
EC-000624,Microcrédito,El Oro,2737.6,0.2812,156,0,2199.59,836,0.002,0.4729,1819.53,1.72,0,Normal
EC-000625,Comercial,Imbabura,6296.45,0.1674,73,120,24111.75,737,0.00338,0.3931,17602.63,23.37,0,Pérdida
EC-000626,Microcrédito,Guayas,1605.51,0.1077,90,0,2403.95,874,0.002,0.4262,1799.13,1.53,0,Normal
EC-000627,Vivienda,Manabí,2855.04,0.6176,30,0,10772.02,706,0.002,0.25,9839.31,4.92,0,Normal
EC-000628,Consumo,Tungurahua,450.0,0.3752,13,120,5991.28,570,0.03838,0.6107,5488.22,128.65,0,Pérdida
EC-000629,Microcrédito,Loja,2153.17,0.2124,138,120,3180.52,743,0.00402,0.4242,2392.43,4.08,0,Pérdida
EC-000630,Vivienda,Pichincha,1801.77,0.4394,78,0,39624.97,741,0.002,0.25,30962.18,15.48,0,Normal
EC-000631,Comercial,Pichincha,1297.22,0.4526,90,0,26230.24,754,0.002,0.3551,23027.12,16.36,0,Normal
EC-000632,Vivienda,Chimborazo,4460.17,0.3129,62,15,71671.18,806,0.002,0.25,65380.54,32.69,0,Vigilancia
EC-000633,Consumo,Tungurahua,1786.37,0.5184,57,45,5902.39,688,0.00358,0.5206,4508.85,8.41,0,Deficiente
EC-000634,Microcrédito,Azuay,1967.74,0.1667,178,0,6498.46,869,0.002,0.507,5509.31,5.59,0,Normal
EC-000635,Consumo,Azuay,1728.18,0.2914,147,0,1015.04,768,0.002,0.5647,890.57,1.01,0,Normal
EC-000636,Consumo,Pichincha,635.28,0.4954,125,0,19108.4,755,0.002,0.5068,14023.98,14.21,0,Normal
EC-000637,Productivo,Chimborazo,1058.08,0.2218,71,0,6725.01,845,0.002,0.4846,5263.34,5.1,0,Normal
EC-000638,Productivo,Guayas,4124.54,0.603,130,0,13132.15,780,0.002,0.4724,12833.93,12.13,0,Normal
EC-000639,Vivienda,Imbabura,560.33,0.2447,62,30,26029.99,748,0.002,0.25,25155.25,12.58,0,Vigilancia
EC-000640,Vivienda,Azuay,1341.97,0.257,93,0,39252.06,784,0.002,0.25,31805.76,15.9,0,Normal
EC-000641,Vivienda,Loja,1703.06,0.2081,27,0,33636.47,829,0.002,0.25,32393.05,16.2,0,Normal
EC-000642,Vivienda,Azuay,6859.26,0.2543,128,45,55772.75,735,0.002,0.25,50034.55,25.02,0,Deficiente
EC-000643,Consumo,Los Ríos,3639.47,0.148,11,0,2134.76,885,0.002,0.3992,2123.78,1.7,0,Normal
EC-000644,Consumo,Pichincha,1537.39,0.3758,131,0,20892.9,804,0.002,0.5247,20695.28,21.72,0,Normal
EC-000645,Productivo,Loja,5156.09,0.4392,109,120,13350.01,608,0.02469,0.4986,11918.13,146.68,0,Pérdida
EC-000646,Vivienda,Azuay,1364.67,0.2341,12,0,21680.89,774,0.002,0.25,18450.33,9.23,0,Normal
EC-000647,Consumo,Azuay,4255.28,0.6329,92,60,1237.17,641,0.00894,0.6531,940.05,5.49,0,Deficiente
EC-000648,Microcrédito,Guayas,912.99,0.4004,41,0,3327.36,719,0.002,0.6247,2889.8,3.61,0,Normal
EC-000649,Productivo,Chimborazo,4436.48,0.056,86,0,6231.15,894,0.002,0.6493,5181.34,6.73,0,Normal
EC-000650,Consumo,Loja,1695.98,0.2889,3,5,10292.48,764,0.002,0.5596,9271.16,10.38,0,Vigilancia
EC-000651,Microcrédito,Manabí,1131.7,0.6067,130,0,6793.46,756,0.002,0.4742,5061.52,4.8,0,Normal
EC-000652,Vivienda,Loja,1917.65,0.194,92,0,40846.62,856,0.002,0.25,38958.56,19.48,0,Normal
EC-000653,Productivo,Chimborazo,2644.6,0.079,66,0,9200.82,896,0.002,0.3858,9116.1,7.03,0,Normal
EC-000654,Consumo,Loja,1601.05,0.5817,158,5,4091.74,754,0.002,0.6315,3185.91,4.02,0,Vigilancia
EC-000655,Vivienda,Loja,3165.51,0.3173,117,0,26147.95,858,0.002,0.25,23459.4,11.73,0,Normal
EC-000656,Microcrédito,Loja,1511.8,0.3623,110,45,1336.3,787,0.002,0.62,1262.19,1.57,0,Deficiente
EC-000657,Vivienda,Loja,3305.17,0.0954,27,5,48376.76,856,0.002,0.25,42341.01,21.17,0,Vigilancia
EC-000658,Consumo,Pichincha,2943.76,0.3952,91,0,7859.25,807,0.002,0.3792,7717.17,5.85,0,Normal
EC-000659,Productivo,Tungurahua,2122.61,0.2312,127,0,15707.7,816,0.002,0.3985,13560.81,10.81,0,Normal
EC-000660,Microcrédito,Pichincha,1657.56,0.2781,167,0,1969.81,787,0.002,0.4993,1567.48,1.57,0,Normal
EC-000661,Consumo,Azuay,2436.95,0.6522,109,5,2741.85,776,0.002,0.449,2336.19,2.1,0,Vigilancia
